qty,item_i,gst_i,purchase_d
1,48784,2262224,06/06/2016_00:00:00
1,40250,4118135,27/01/2017_00:00:00
1,40855,1365052,21/11/2015_00:00:00
1,97942,2730257,22/09/2016_00:00:00
1,215988,2150360,10/03/2016_00:00:00
1,63482,492669,13/12/2016_00:00:00
1,100063,739663,19/07/2016_00:00:00
1,101008,421691,17/08/2015_00:00:00
1,242771,2473069,16/06/2016_00:00:00
2,40854,1148427,12/10/2016_00:00:00
1,62645,1928186,15/03/2017_00:00:00
1,49763,2809173,07/11/2016_00:00:00
1,145944,3027393,26/01/2017_00:00:00
7,111581,486047,06/01/2017_00:00:00
2,132987,1881888,10/03/2016_00:00:00
1,41056,2592219,17/01/2017_00:00:00
1,246060,3720674,01/01/2017_00:00:00
1,58314,2262224,12/04/2016_00:00:00
2,40240,439113,19/01/2016_00:00:00
2,168356,2815626,14/09/2015_00:00:00
1,63482,1928186,12/08/2016_00:00:00
3,43946,1881888,13/01/2016_00:00:00
1,242664,3210381,21/03/2017_00:00:00
1,50380,2678978,06/03/2017_00:00:00
1,140669,287303,16/05/2016_00:00:00
2,49666,2809173,05/11/2015_00:00:00
1,51144,2405074,02/09/2016_00:00:00
1,53729,2153035,22/05/2016_00:00:00
1,41858,328027,29/06/2016_00:00:00
1,142527,2074427,02/03/2016_00:00:00
1,55565,4264338,30/05/2016_00:00:00
2,100234,208060,13/09/2015_00:00:00
1,170301,4937722,30/07/2016_00:00:00
1,160766,1193079,09/12/2016_00:00:00
1,157707,166646,05/02/2016_00:00:00
4,110378,4302387,27/03/2016_00:00:00
4,123334,4185084,11/03/2016_00:00:00
2,47769,2241200,17/11/2015_00:00:00
1,186280,1591857,12/01/2017_00:00:00
1,52249,83604,16/01/2016_00:00:00
1,48103,1151010,20/09/2016_00:00:00
1,46064,2310581,10/12/2015_00:00:00
4,113856,1295937,03/06/2016_00:00:00
1,189261,400615,12/09/2016_00:00:00
1,95978,3362874,02/02/2016_00:00:00
2,54309,1887340,28/03/2017_00:00:00
3,52984,2268869,29/03/2016_00:00:00
1,222299,1699325,18/06/2016_00:00:00
1,55677,4413435,24/04/2016_00:00:00
5,47593,4432632,27/04/2016_00:00:00
1,98882,2526816,01/10/2015_00:00:00
1,40446,685744,01/10/2016_00:00:00
1,40951,1946366,07/09/2016_00:00:00
1,119293,2459666,14/10/2015_00:00:00
1,106728,1387569,05/03/2017_00:00:00
2,43119,3256845,22/08/2015_00:00:00
1,239608,4049962,19/03/2017_00:00:00
2,48625,3247351,05/03/2017_00:00:00
0.76,110515,4031861,04/07/2016_00:00:00
1,43942,2693706,29/03/2017_00:00:00
1,137680,4618455,28/09/2015_00:00:00
1,241277,1759023,06/10/2015_00:00:00
1,46173,927807,17/02/2016_00:00:00
1,123762,2695313,24/01/2017_00:00:00
1,220101,1881888,29/09/2015_00:00:00
1,4391,4939121,02/06/2016_00:00:00
1,116325,4487328,23/05/2016_00:00:00
1,196644,3207399,10/07/2016_00:00:00
1,154918,2639949,08/04/2016_00:00:00
3,43129,732937,06/10/2016_00:00:00
1,198464,1398285,16/03/2017_00:00:00
1,157477,886690,10/10/2016_00:00:00
2,40856,4992887,12/08/2015_00:00:00
1,2510,5188419,22/11/2016_00:00:00
1,114042,1061850,25/05/2016_00:00:00
1,41444,657068,31/12/2015_00:00:00
1,167415,2160830,02/10/2015_00:00:00
1,222272,732937,22/03/2017_00:00:00
1,48195,1165484,06/09/2016_00:00:00
2,196611,3654128,21/02/2017_00:00:00
2,54308,1582797,02/10/2015_00:00:00
1,50841,5002348,24/07/2016_00:00:00
1,83437,5137205,08/03/2016_00:00:00
2,100809,5043837,17/01/2016_00:00:00
1,81100,961883,13/05/2016_00:00:00
1,196566,2809173,18/10/2016_00:00:00
1,3921,3272881,31/08/2015_00:00:00
1,41398,1020846,22/09/2016_00:00:00
1,112136,5180578,05/08/2016_00:00:00
1,41301,1984446,02/10/2015_00:00:00
2,43068,513585,25/06/2016_00:00:00
3,98393,2868206,16/07/2016_00:00:00
2,150111,554286,29/12/2016_00:00:00
2,105669,2742150,03/09/2016_00:00:00
2,45410,4414710,25/04/2016_00:00:00
1,41667,1479580,23/11/2015_00:00:00
1,50961,2262224,27/09/2015_00:00:00
1,218370,5188419,03/11/2016_00:00:00
1,182774,5119214,10/08/2016_00:00:00
1,148795,4861925,15/03/2016_00:00:00
1,80506,2446816,27/02/2017_00:00:00
1,40451,927807,10/02/2016_00:00:00
3,113857,3391014,04/02/2016_00:00:00
1,54168,1726236,03/12/2015_00:00:00
1,57378,3901284,22/03/2017_00:00:00
1,84737,513585,10/10/2016_00:00:00
2,48696,643103,23/08/2015_00:00:00
1,99260,1387569,08/07/2016_00:00:00
1,45726,492669,29/04/2016_00:00:00
1,106925,739663,09/05/2016_00:00:00
1,89321,3072246,02/10/2015_00:00:00
1,105319,982573,16/06/2016_00:00:00
1,4317,4368935,05/09/2015_00:00:00
1,141493,5000753,20/08/2016_00:00:00
1,54885,1903041,17/05/2016_00:00:00
4,40450,3923515,10/01/2017_00:00:00
1,68338,3714165,09/03/2017_00:00:00
1,196396,3848581,11/08/2015_00:00:00
4,242345,2639949,14/12/2016_00:00:00
2,175094,3170539,04/05/2016_00:00:00
2,43073,2339342,03/04/2016_00:00:00
1,46495,3145599,30/10/2016_00:00:00
1,41460,350518,23/01/2017_00:00:00
1,41733,2870253,28/02/2017_00:00:00
1,106674,4217607,10/12/2016_00:00:00
2,43099,2870253,24/06/2016_00:00:00
1,75935,2563664,29/09/2016_00:00:00
1,4705,3256845,12/10/2016_00:00:00
1,56882,439113,21/10/2015_00:00:00
1,188552,35817,23/03/2017_00:00:00
1,112315,2809173,28/02/2017_00:00:00
1,60090,4222767,06/11/2015_00:00:00
2,144104,3016951,05/09/2015_00:00:00
2,45360,1582797,07/04/2016_00:00:00
2,69782,5193116,12/12/2015_00:00:00
2,51520,167226,10/10/2016_00:00:00
1,64238,3744977,07/12/2015_00:00:00
1,59593,1702217,30/11/2016_00:00:00
1,156067,690939,26/12/2016_00:00:00
1,93851,4302387,24/11/2016_00:00:00
1,109445,4877920,28/10/2016_00:00:00
1,48320,1603522,21/08/2015_00:00:00
1,232365,4716202,17/01/2016_00:00:00
1,222207,200807,16/12/2015_00:00:00
1,95337,3609975,25/01/2016_00:00:00
5,114457,579295,02/05/2016_00:00:00
1,144736,1118738,11/04/2016_00:00:00
1,105951,1794028,29/10/2015_00:00:00
1,100525,1642141,13/05/2016_00:00:00
1,66611,1283451,14/03/2016_00:00:00
1,41167,3210381,19/12/2016_00:00:00
2,242517,4243895,07/12/2016_00:00:00
1.92,110506,2254103,08/02/2017_00:00:00
3.08,109559,1770465,27/03/2017_00:00:00
1,183441,4997843,10/02/2016_00:00:00
2,101977,3586253,24/08/2016_00:00:00
1,41383,2473069,08/01/2016_00:00:00
2,122485,3500517,25/12/2016_00:00:00
1,55565,2254103,10/09/2015_00:00:00
1,45843,3497470,17/03/2016_00:00:00
1,55701,3042070,08/01/2017_00:00:00
1,116524,4697069,23/04/2016_00:00:00
4,160241,2653450,08/10/2015_00:00:00
2,99249,1694812,30/12/2016_00:00:00
1,231031,1603522,05/05/2016_00:00:00
1,96749,4662028,13/10/2015_00:00:00
1,134393,3497470,01/03/2017_00:00:00
1,43679,3317686,25/11/2016_00:00:00
2,43390,2323,18/01/2017_00:00:00
2,67476,2955321,12/10/2015_00:00:00
1,3917,3208059,02/07/2016_00:00:00
1,64220,380076,11/09/2016_00:00:00
2,64145,1287698,09/10/2015_00:00:00
1,106412,4088080,28/03/2016_00:00:00
1,45416,2390272,21/03/2017_00:00:00
1,86697,1642141,16/09/2015_00:00:00
1,41110,3299230,08/01/2017_00:00:00
1,179145,4564002,16/12/2016_00:00:00
1,53123,4919709,29/08/2016_00:00:00
1,169404,2297038,07/12/2015_00:00:00
1,61815,2631708,08/07/2016_00:00:00
1,47020,3923515,06/08/2016_00:00:00
1,70907,3550329,05/01/2016_00:00:00
1,100385,3688086,08/12/2016_00:00:00
2.17,109559,1183190,30/09/2015_00:00:00
1,135794,185169,16/05/2016_00:00:00
1,119584,1197140,14/03/2017_00:00:00
1,51286,2803338,29/08/2016_00:00:00
2,114183,4302387,27/06/2016_00:00:00
1,43333,1591857,05/02/2016_00:00:00
1,96026,2563664,08/03/2017_00:00:00
2,243928,2032927,10/12/2015_00:00:00
1,94383,439113,27/10/2015_00:00:00
3,78504,5084206,29/11/2015_00:00:00
1,103581,5119214,05/07/2016_00:00:00
1,46571,1055031,28/11/2016_00:00:00
1,160311,1079649,05/07/2016_00:00:00
1,43472,3563193,06/03/2016_00:00:00
2,44247,3228967,21/10/2016_00:00:00
1,124940,136226,04/12/2015_00:00:00
1,40692,1990893,24/03/2017_00:00:00
1,197944,3637531,25/03/2017_00:00:00
1,63479,1398285,19/03/2016_00:00:00
1,105123,3207399,22/02/2016_00:00:00
1,105672,3657937,28/01/2016_00:00:00
1,5218,5022575,09/02/2017_00:00:00
1,43935,1615775,15/04/2016_00:00:00
1,93412,4922628,06/02/2016_00:00:00
3,44532,1191735,27/03/2017_00:00:00
2,89163,5065179,19/10/2016_00:00:00
1,48187,1061850,11/02/2016_00:00:00
1,2511,3013827,19/11/2015_00:00:00
1,143955,5065179,04/09/2016_00:00:00
2,41856,3572764,25/06/2016_00:00:00
1,103402,2254103,24/03/2017_00:00:00
1,239532,4518312,11/05/2016_00:00:00
1,52421,1929755,22/09/2015_00:00:00
1,40984,4185084,07/01/2017_00:00:00
1,105571,3072246,05/06/2016_00:00:00
3,243709,5084206,28/02/2016_00:00:00
1,44748,1055031,10/03/2017_00:00:00
1,196688,330037,26/08/2015_00:00:00
2,96319,815973,07/11/2015_00:00:00
1,121075,1881888,15/10/2015_00:00:00
3,43941,1540910,03/09/2016_00:00:00
2,224088,2047974,22/11/2016_00:00:00
1,58952,1104597,17/04/2016_00:00:00
3,102664,438347,21/02/2016_00:00:00
1,75674,2602819,17/03/2017_00:00:00
1,167221,1946366,08/11/2016_00:00:00
1,166905,569565,11/03/2016_00:00:00
1,85823,961883,23/04/2016_00:00:00
2,228911,2325336,23/12/2016_00:00:00
1,79716,2692189,07/06/2016_00:00:00
2,217940,2678978,01/11/2016_00:00:00
1,123019,1295937,15/09/2016_00:00:00
1,205732,467277,08/12/2015_00:00:00
1,94524,5095670,18/04/2016_00:00:00
1,41741,513585,09/03/2016_00:00:00
1,108486,5122809,20/08/2016_00:00:00
2,65803,3042070,03/10/2016_00:00:00
2,42080,3096827,30/10/2016_00:00:00
2,96212,2631708,04/11/2015_00:00:00
3,113910,2265296,26/06/2016_00:00:00
1,52330,4416546,10/10/2015_00:00:00
1,223750,1464822,24/02/2016_00:00:00
1,84375,4939121,31/07/2016_00:00:00
1,213283,1904015,27/11/2015_00:00:00
2,45150,4302387,23/04/2016_00:00:00
1,244732,2701803,13/03/2016_00:00:00
1,111271,2153035,25/08/2016_00:00:00
1,196446,3503802,20/09/2015_00:00:00
1,206120,513585,02/03/2016_00:00:00
1,87112,5169491,26/02/2017_00:00:00
1,97281,1582797,28/10/2016_00:00:00
2,100766,5193116,03/09/2015_00:00:00
1,101051,5180578,16/11/2016_00:00:00
1,89026,4368935,26/03/2016_00:00:00
1,41897,3330021,02/01/2017_00:00:00
2,211488,1904015,16/10/2015_00:00:00
3,41358,1428387,09/02/2016_00:00:00
1,106957,2076336,29/05/2016_00:00:00
1,100234,1038562,10/06/2016_00:00:00
1,43309,5043837,12/05/2016_00:00:00
1,100427,1173538,04/09/2016_00:00:00
1,79600,3118190,02/06/2016_00:00:00
1,41941,2242074,09/12/2015_00:00:00
1,110110,4044639,14/01/2016_00:00:00
1,87982,4662028,14/10/2016_00:00:00
1,100065,685234,28/01/2017_00:00:00
1,42776,1398285,06/11/2016_00:00:00
1,95394,4584804,23/11/2015_00:00:00
2,43963,3688086,10/01/2016_00:00:00
1,196453,2457534,09/10/2016_00:00:00
1,41552,4939121,06/03/2016_00:00:00
1,100036,833903,19/07/2016_00:00:00
1,46052,4419302,28/04/2016_00:00:00
1,7517,568480,31/07/2016_00:00:00
1,102094,3111707,22/03/2017_00:00:00
1,51606,2503057,14/11/2015_00:00:00
1,47323,927807,27/11/2015_00:00:00
1,152875,1052925,15/10/2016_00:00:00
1,135792,3340776,25/12/2016_00:00:00
1,97753,740566,05/12/2015_00:00:00
1,56328,2076336,30/01/2017_00:00:00
3,98997,4789427,04/03/2016_00:00:00
1,99232,3277209,12/10/2015_00:00:00
1,237773,421691,09/03/2016_00:00:00
1,186497,4683283,10/08/2015_00:00:00
3,54047,3327985,01/01/2016_00:00:00
1,101452,1699325,10/12/2015_00:00:00
2,126891,281897,01/11/2015_00:00:00
4.15,110408,2549794,03/09/2016_00:00:00
4,120397,5072702,05/02/2016_00:00:00
5,46059,1487677,15/10/2016_00:00:00
1,173765,2267065,15/02/2017_00:00:00
1,94939,466727,08/10/2016_00:00:00
1,65985,2742150,12/07/2016_00:00:00
1,93556,5193116,14/07/2016_00:00:00
1,98944,1479580,20/09/2016_00:00:00
1,97433,2526816,11/11/2015_00:00:00
5,51766,2815626,28/06/2016_00:00:00
1,80494,2365491,17/08/2016_00:00:00
1,93412,1615775,14/10/2015_00:00:00
1,187211,4031861,08/03/2017_00:00:00
1,198078,519803,28/02/2017_00:00:00
1,40538,2450270,28/05/2016_00:00:00
1,114804,4661530,02/10/2015_00:00:00
1,123563,4443752,04/04/2016_00:00:00
1,243260,2513424,25/02/2017_00:00:00
1,51270,4949346,08/06/2016_00:00:00
1,190295,2955179,18/04/2016_00:00:00
1,99682,4217607,03/03/2017_00:00:00
1,131028,4742870,19/11/2016_00:00:00
1,59527,4318802,28/04/2016_00:00:00
5,122459,4516122,19/09/2016_00:00:00
1,44043,1009636,28/12/2016_00:00:00
1,43111,4185084,01/04/2017_00:00:00
1,62522,740566,23/12/2016_00:00:00
1,41521,185169,23/05/2016_00:00:00
2,41174,2468235,19/01/2017_00:00:00
1,41496,3025723,25/09/2016_00:00:00
1,79716,4516122,15/11/2015_00:00:00
1,64020,4636692,08/01/2016_00:00:00
1,156238,1173538,12/06/2016_00:00:00
1,130945,1593444,12/08/2016_00:00:00
1,124944,3623434,24/12/2015_00:00:00
1,41179,4870477,23/08/2015_00:00:00
1,48626,1643137,16/03/2016_00:00:00
1,42622,3172622,20/12/2016_00:00:00
1,109562,5051874,06/04/2016_00:00:00
2,97277,3272881,26/11/2015_00:00:00
1,60088,1365052,01/09/2016_00:00:00
1,47556,2955321,21/02/2017_00:00:00
1,27322,2711694,11/02/2016_00:00:00
1,49632,982573,26/09/2015_00:00:00
1,93289,3208296,02/02/2016_00:00:00
1,79718,3072246,11/03/2017_00:00:00
1,52532,2065694,06/10/2016_00:00:00
1,192354,4315268,24/12/2016_00:00:00
1,103067,5027818,06/09/2015_00:00:00
1,4739,2635948,12/10/2015_00:00:00
1,100939,2297038,10/10/2015_00:00:00
4,95331,3016951,18/08/2015_00:00:00
1,48179,2032927,27/02/2016_00:00:00
1,45719,3848581,19/09/2016_00:00:00
1,88967,4937722,31/03/2016_00:00:00
1,112668,492669,12/12/2015_00:00:00
1,42540,3879119,27/09/2016_00:00:00
1,180523,4874859,15/09/2016_00:00:00
1,85823,4273506,28/03/2016_00:00:00
1,77704,4217607,17/08/2016_00:00:00
1,173495,4688532,23/05/2016_00:00:00
2,42906,4518312,22/12/2016_00:00:00
2,52604,2955321,25/02/2017_00:00:00
1,61996,4469818,10/09/2015_00:00:00
1,41155,4110848,01/03/2017_00:00:00
1,136729,4260370,29/09/2015_00:00:00
1,46264,465822,01/12/2016_00:00:00
2,128657,2439041,28/03/2017_00:00:00
1,41853,2563664,19/03/2016_00:00:00
1,59522,5401,13/01/2016_00:00:00
1,51463,1295937,14/11/2016_00:00:00
1,50630,3338017,27/02/2016_00:00:00
1,109733,1487677,13/09/2015_00:00:00
1,161182,4395642,09/08/2016_00:00:00
1,213125,2009296,14/05/2016_00:00:00
1,115026,3042070,21/03/2017_00:00:00
3,143349,647592,11/12/2015_00:00:00
1,41778,2522265,20/12/2016_00:00:00
1,105322,1694812,12/03/2017_00:00:00
1,111096,2323,31/01/2017_00:00:00
1,99082,1187340,11/02/2017_00:00:00
1,47313,331804,27/08/2016_00:00:00
1,50738,2245499,21/05/2016_00:00:00
1,241482,3664411,05/06/2016_00:00:00
1,163635,3654128,28/04/2016_00:00:00
1,104424,810115,06/09/2015_00:00:00
1,174628,2815626,13/11/2015_00:00:00
1,46398,2241200,28/10/2016_00:00:00
1,57072,4260370,09/03/2017_00:00:00
1,33828,2742150,14/03/2017_00:00:00
1,243061,1643337,30/08/2015_00:00:00
1,52842,166646,03/10/2016_00:00:00
1,83394,2955539,04/02/2016_00:00:00
2,4441,1628864,13/05/2016_00:00:00
1,132624,1183190,14/11/2016_00:00:00
1,244813,1127374,13/11/2015_00:00:00
1,66763,3883892,28/03/2016_00:00:00
1,58684,2357913,16/02/2016_00:00:00
1,105636,87626,21/07/2016_00:00:00
1,172128,2012075,13/05/2016_00:00:00
1,43941,4517881,14/02/2016_00:00:00
1,95543,2262224,05/03/2016_00:00:00
1,99646,5180578,11/01/2016_00:00:00
2,40724,4302387,13/01/2017_00:00:00
2,44018,4637493,06/12/2015_00:00:00
2,41304,2992822,19/01/2016_00:00:00
1,41529,4368935,05/05/2016_00:00:00
1,178610,984205,10/10/2016_00:00:00
1,42566,200807,08/05/2016_00:00:00
1,41179,200807,05/05/2016_00:00:00
1,40223,2076336,06/02/2016_00:00:00
2,47686,4468708,31/10/2016_00:00:00
1,41238,2429557,27/09/2016_00:00:00
1,111097,3500517,01/07/2016_00:00:00
1,96579,2803338,17/11/2015_00:00:00
1,42538,2376181,17/06/2016_00:00:00
1,99595,1020846,17/05/2016_00:00:00
1,105211,2398940,28/11/2016_00:00:00
1,64145,1628864,13/04/2016_00:00:00
4,41168,465822,05/09/2016_00:00:00
1,112046,4395642,29/12/2016_00:00:00
1,103070,1643287,09/09/2016_00:00:00
1,44240,2358236,10/07/2016_00:00:00
1,45421,2503057,22/03/2017_00:00:00
1,88828,1091170,30/08/2015_00:00:00
1,46422,208060,03/11/2015_00:00:00
1,102244,1631542,15/10/2016_00:00:00
1,56577,1387569,11/06/2016_00:00:00
1,99417,1795401,22/08/2015_00:00:00
3,48435,1378536,31/08/2015_00:00:00
1,5738,681965,13/12/2016_00:00:00
1,177876,2983894,04/05/2016_00:00:00
1,138350,5193922,21/07/2016_00:00:00
1,2538,1412720,31/10/2016_00:00:00
1,96980,200807,06/02/2017_00:00:00
1,220710,1258496,31/05/2016_00:00:00
1,102469,1795401,13/07/2016_00:00:00
1,217581,1313514,03/09/2016_00:00:00
1,56986,807056,11/10/2016_00:00:00
2,98733,3768586,04/09/2015_00:00:00
1,222602,982573,17/05/2016_00:00:00
3,101168,2169455,06/11/2016_00:00:00
3,165992,739663,27/06/2016_00:00:00
1,244818,4926698,12/04/2016_00:00:00
1,47328,3289067,12/01/2017_00:00:00
1,198271,3289067,27/10/2015_00:00:00
1,237766,1976956,24/03/2016_00:00:00
1,241761,4752415,27/01/2017_00:00:00
1,39738,2254103,30/12/2015_00:00:00
1,53852,568480,16/10/2016_00:00:00
1,167354,2767917,20/09/2015_00:00:00
1,45237,1044854,13/02/2016_00:00:00
1,99875,1904015,26/02/2016_00:00:00
1,45785,2160830,14/01/2016_00:00:00
1,99491,1295937,30/09/2016_00:00:00
1,166782,4118135,03/03/2017_00:00:00
1,40593,657068,08/09/2016_00:00:00
2,105318,5401,25/03/2017_00:00:00
1,167749,3572764,14/01/2016_00:00:00
1,124941,4273506,10/03/2016_00:00:00
5,41464,4416546,23/02/2017_00:00:00
1,239616,5084206,23/10/2016_00:00:00
1,46577,1591857,09/06/2016_00:00:00
3,46061,2032927,11/12/2015_00:00:00
1,55281,3331340,20/09/2015_00:00:00
1,4177,1847210,05/07/2016_00:00:00
1,231704,3838179,21/06/2016_00:00:00
1,206063,361788,05/03/2016_00:00:00
1,98513,685744,23/04/2016_00:00:00
2,50638,2868206,01/12/2015_00:00:00
3,48174,1649745,23/12/2016_00:00:00
1,188523,1912070,20/11/2015_00:00:00
1,102412,3118190,25/11/2015_00:00:00
1,89854,1643287,13/05/2016_00:00:00
1,41540,1904015,10/11/2016_00:00:00
1,45956,3340321,27/10/2015_00:00:00
1,208582,3637531,07/05/2016_00:00:00
1,105595,4618455,12/01/2017_00:00:00
1,109537,3688883,29/11/2016_00:00:00
1,110802,2254103,01/03/2016_00:00:00
3,45523,4414710,14/09/2016_00:00:00
1,134458,2623876,24/10/2016_00:00:00
1,42657,1944011,12/02/2016_00:00:00
1,147646,1293439,25/10/2016_00:00:00
2,110411,685234,24/05/2016_00:00:00
1,112959,2563664,29/11/2015_00:00:00
1,41567,2042005,18/03/2016_00:00:00
1,49244,1976956,19/09/2016_00:00:00
1,95138,4243895,26/08/2015_00:00:00
1,99181,1340354,14/12/2015_00:00:00
1,246150,2115165,13/08/2015_00:00:00
1,144611,998609,08/09/2016_00:00:00
1,57355,3170539,23/11/2016_00:00:00
3,57134,3654128,14/11/2015_00:00:00
1,169289,4517881,21/12/2015_00:00:00
2,58952,5052330,24/04/2016_00:00:00
1,54154,2773036,25/06/2016_00:00:00
-1,41022,600281,14/11/2016_00:00:00
2,187203,117050,22/04/2016_00:00:00
1,40705,685211,17/08/2016_00:00:00
1,41540,2526816,17/01/2016_00:00:00
1,105484,5122809,05/04/2016_00:00:00
1,107849,1990893,31/03/2017_00:00:00
1,165673,3623434,26/09/2016_00:00:00
3,95767,1668611,03/01/2016_00:00:00
1,134459,17544,24/03/2016_00:00:00
1,16650,2520480,25/08/2015_00:00:00
1,3185,2246972,17/03/2017_00:00:00
2,42838,4185084,27/03/2017_00:00:00
1,96168,1770465,24/02/2017_00:00:00
2,41459,560185,17/03/2017_00:00:00
1,184050,1558220,15/02/2016_00:00:00
1,178332,1358244,14/07/2016_00:00:00
1,171312,135997,03/11/2016_00:00:00
1,222271,1794028,29/05/2016_00:00:00
2,105318,1365052,02/02/2016_00:00:00
1,46080,4504569,13/02/2017_00:00:00
1,164752,87626,04/10/2016_00:00:00
1,71869,3664411,04/04/2016_00:00:00
1,90564,1518421,04/08/2016_00:00:00
-1,175373,35817,27/10/2015_00:00:00
2,40995,1946366,26/12/2015_00:00:00
1,171582,699105,26/01/2016_00:00:00
1,206114,4178166,08/05/2016_00:00:00
1,79714,1651863,11/01/2017_00:00:00
1,48831,3346861,27/06/2016_00:00:00
1,40776,3231975,21/10/2016_00:00:00
1,47312,3563193,03/02/2017_00:00:00
3,53852,1904015,31/08/2016_00:00:00
2,103804,3901284,20/09/2016_00:00:00
1,45244,2032927,30/12/2015_00:00:00
1,41485,2752491,24/03/2017_00:00:00
1,47323,1651863,04/12/2015_00:00:00
1,53646,2715529,16/08/2016_00:00:00
1,48741,3923515,03/09/2015_00:00:00
1,106550,2107213,04/05/2016_00:00:00
1,133543,1759023,23/02/2016_00:00:00
1,63470,3500517,23/03/2016_00:00:00
1,108971,2653450,19/11/2015_00:00:00
1,48925,4504569,16/06/2016_00:00:00
1,108975,647592,19/06/2016_00:00:00
2,69342,2526816,29/12/2016_00:00:00
1,41826,4618455,14/05/2016_00:00:00
1,95543,2180813,02/10/2015_00:00:00
1,117845,647592,15/02/2017_00:00:00
1,200790,280184,10/07/2016_00:00:00
1,47930,434137,31/03/2017_00:00:00
1,100295,4874859,11/02/2017_00:00:00
2,52136,4185084,17/02/2016_00:00:00
1,199697,4088080,10/04/2016_00:00:00
1,78657,1784410,23/03/2016_00:00:00
1.89,110408,1715906,06/03/2017_00:00:00
2,99479,2310581,08/06/2016_00:00:00
1,124188,3391014,30/05/2016_00:00:00
1,95543,1719858,13/12/2016_00:00:00
2,55632,465822,03/09/2016_00:00:00
1,226436,2813558,07/08/2016_00:00:00
1,65260,2742150,30/01/2017_00:00:00
4,37900,2042005,10/09/2016_00:00:00
1,42489,1212734,25/01/2017_00:00:00
2,91683,112388,07/05/2016_00:00:00
1,3928,2088869,23/11/2016_00:00:00
1,22567,4742870,08/12/2015_00:00:00
3,105669,2897141,10/12/2016_00:00:00
1,222078,3995678,09/11/2016_00:00:00
1,213112,4716202,16/11/2016_00:00:00
1,180263,3545747,12/01/2016_00:00:00
1,47829,5180578,02/10/2015_00:00:00
1,43870,3172622,15/06/2016_00:00:00
1,112131,961883,30/10/2015_00:00:00
1,46061,1483888,01/03/2016_00:00:00
1,40724,3207399,20/10/2015_00:00:00
1,42620,3688086,28/02/2016_00:00:00
1,173525,4222767,24/02/2017_00:00:00
1,44505,3520500,01/11/2016_00:00:00
5,106982,5137205,30/08/2016_00:00:00
1,23985,3327985,07/05/2016_00:00:00
